,Brand,Model,Engine Capacity (CC),Transmission Type,Year,Features
740,Kia,Xceed,1600,Automatic,2022,[]
741,Jeep,Grand Cherokee,More than 3000,Automatic,2016,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Keyless Start', 'Leather Seats', 'Navigation System', 'Off-Road Tyres', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Seats', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Rear View Camera', 'Roof Rack', 'Sunroof', 'Touch Screen', 'USB Charger']"
742,Hyundai,Creta,1600,Automatic,2016,"['Air Conditioning', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Fog Lights', 'Keyless Start', 'Leather Seats', 'Power Locks', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Rear View Camera', 'Touch Screen', 'USB Charger']"
743,MG,MG 5,1400 - 1500,Automatic,2020,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Keyless Start', 'Leather Seats', 'Navigation System', 'Off-Road Tyres', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Seats', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Rear View Camera', 'Roof Rack', 'Sunroof', 'Touch Screen', 'USB Charger']"
744,Kia,Sportage,1600,Automatic,2017,[]
745,Renault,Megane,1600,Automatic,2022,[]
746,Renault,Logan,1600,Manual,2014,[]
747,Skoda,Octavia,1400 - 1500,Automatic,2021,[]
748,Hyundai,Elantra,1600,Automatic,2019,"['Air Conditioning', 'AM/FM Radio', 'Bluetooth System', 'Leather Seats', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Rear View Camera', 'Sunroof', 'Touch Screen', 'USB Charger']"
749,BMW,X3,1800 - 2000,Automatic,2012,[]
750,Peugeot,508,1600,Automatic,2016,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Leather Seats', 'Off-Road Tyres', 'Parking Sensors', 'Power Mirrors', 'Power Seats', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Rear View Camera', 'Roof Rack', 'Sunroof', 'Touch Screen', 'USB Charger']"
751,Kia,Ceed,1600,Automatic,2019,[]
752,Fiat,Tipo,1600,Automatic,2021,"['ABS', 'Air Conditioning', 'Airbags', 'AM/FM Radio', 'Bluetooth System', 'EBD', 'Fog Lights', 'Leather Seats', 'Off-Road Tyres', 'Power Steering', 'Power Windows', 'Touch Screen', 'USB Charger']"
753,Mercedes-Benz,C200,1400 - 1500,Automatic,2022,[]
754,Hyundai,Elantra,1600,Automatic,2019,"['ABS', 'Air Conditioning', 'Airbags', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'EBD', 'Fog Lights', 'Leather Seats', 'Navigation System', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Seats', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Rear View Camera', 'Sunroof', 'Touch Screen', 'USB Charger']"
755,Mercedes-Benz,C300,1800 - 2000,Automatic,2023,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Keyless Start', 'Leather Seats', 'Navigation System', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Seats', 'Power Steering', 'Power Windows', 'Rear View Camera', 'Sunroof', 'Touch Screen', 'USB Charger']"
756,Haval,Jolion,,Automatic,2022,[]
757,Hyundai,Elantra,1600,Automatic,2022,[]
758,Peugeot,405,1800 - 2000,Manual,1996,"['Air Conditioning', 'AM/FM Radio', 'Aux Audio In', 'Leather Seats', 'Off-Road Tyres', 'Power Locks', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'USB Charger']"
759,Jeep,Grand Cherokee,More than 3000,Automatic,2018,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Keyless Start', 'Leather Seats', 'Navigation System', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Seats', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Rear View Camera', 'Roof Rack', 'Sunroof', 'Touch Screen', 'USB Charger']"
760,Skoda,Octavia,1600,Automatic,2015,"['Air Conditioning', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Keyless Start', 'Off-Road Tyres', 'Parking Sensors', 'Power Locks', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Rear View Camera', 'Roof Rack', 'Sunroof', 'Touch Screen', 'USB Charger']"
761,Hyundai,Verna,1400 - 1500,Manual,2005,"['Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Fog Lights', 'Keyless Start', 'Off-Road Tyres', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Rear View Camera', 'Touch Screen', 'USB Charger']"
762,Mercedes-Benz,E200,1800 - 2000,Automatic,2020,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Keyless Start', 'Leather Seats', 'Navigation System', 'Off-Road Tyres', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Seats', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Rear View Camera', 'Roof Rack', 'Sunroof', 'Touch Screen', 'USB Charger']"
763,Chevrolet,Aveo,1400 - 1500,Automatic,2020,[]
764,Peugeot,208,1600,Automatic,2022,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Keyless Start', 'Leather Seats', 'Navigation System', 'Off-Road Tyres', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Seats', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Rear View Camera', 'Sunroof', 'Touch Screen']"
765,Mercedes-Benz,C180,1600,Automatic,2016,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Keyless Start', 'Leather Seats', 'Navigation System', 'Off-Road Tyres', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Seats', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Rear View Camera', 'Roof Rack', 'Sunroof', 'Touch Screen', 'USB Charger']"
766,BMW,528,More than 3000,Automatic,2011,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Keyless Start', 'Leather Seats', 'Navigation System', 'Off-Road Tyres', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Seats', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Rear View Camera', 'Roof Rack', 'Sunroof', 'Touch Screen', 'USB Charger']"
767,Mercedes-Benz,C180,1600,Automatic,2013,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Leather Seats', 'Navigation System', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Seats', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Roof Rack', 'USB Charger']"
768,Skoda,Octavia,1400 - 1500,Automatic,2010,"['ABS', 'Airbags', 'Aux Audio In', 'Cruise Control', 'Fog Lights', 'Leather Seats', 'Power Locks', 'Power Mirrors', 'Power Windows', 'USB Charger']"
769,Mercedes-Benz,E200,1800 - 2000,Automatic,2023,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Keyless Start', 'Leather Seats', 'Navigation System', 'Off-Road Tyres', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Seats', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Rear View Camera', 'Touch Screen']"
770,Mercedes-Benz,C180,,Automatic,2012,[]
771,Mercedes-Benz,GLC 250,,Automatic,2023,[]
772,Hyundai,Tucson,1600,Automatic,2017,"['Air Conditioning', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Bluetooth System', 'Cruise Control', 'Keyless Start', 'Off-Road Tyres', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Premium Wheels/Rims', 'Rear View Camera', 'Roof Rack', 'Sunroof']"
773,Nissan,Qashqai,,Automatic,2016,[]
774,BMW,X2,1400 - 1500,Automatic,2019,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Keyless Start', 'Leather Seats', 'Navigation System', 'Off-Road Tyres', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Seats', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Rear View Camera', 'Roof Rack', 'Sunroof', 'Touch Screen', 'USB Charger']"
775,Renault,Megane,1600,Automatic,2020,"['ABS', 'Air Conditioning', 'Airbags', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Leather Seats', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'USB Charger']"
776,Nissan,Sunny,1600,Automatic,2020,"['Air Conditioning', 'Airbags', 'AM/FM Radio', 'Aux Audio In', 'Fog Lights', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'USB Charger']"
777,Toyota,Cressida,1800 - 2000,Automatic,1984,"['Air Conditioning', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Power Locks', 'Power Steering', 'Power Windows', 'Sunroof']"
778,Renault,Logan,1600,Automatic,2016,"['ABS', 'Air Conditioning', 'Airbags', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'EBD', 'Fog Lights', 'Navigation System', 'Parking Sensors', 'Power Locks', 'Power Steering', 'Power Windows', 'Rear View Camera', 'Touch Screen', 'USB Charger']"
779,Alfa Romeo,Giulietta,1400 - 1500,Automatic,2020,"['ABS', 'Air Conditioning', 'Airbags', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Parking Sensors', 'Power Steering', 'Touch Screen', 'USB Charger']"
780,Toyota,Corolla,1600,Automatic,2020,[]
781,Opel,Astra,1400 - 1500,Automatic,2021,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Leather Seats', 'Navigation System', 'Off-Road Tyres', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Touch Screen', 'USB Charger']"
782,Mercedes-Benz,CLA 200,1000 - 1300,Automatic,2023,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Keyless Start', 'Leather Seats', 'Navigation System', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Seats', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Rear View Camera', 'Roof Rack', 'Sunroof', 'Touch Screen', 'USB Charger']"
783,Mercedes-Benz,GLA 200,1000 - 1300,Automatic,2023,[]
784,Mercedes-Benz,E200,1800 - 2000,Automatic,2022,[]
785,MG,ZS,1600,Automatic,2022,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Keyless Start', 'Leather Seats', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Roof Rack', 'Touch Screen', 'USB Charger']"
786,Mazda,323,1000 - 1300,Automatic,1982,[]
787,Fiat,127,1000 - 1300,Manual,1987,"['AM/FM Radio', 'Bluetooth System', 'Leather Seats', 'Premium Wheels/Rims', 'USB Charger']"
788,Opel,Astra,,Automatic,2016,[]
789,Fiat,Tipo,1600,Automatic,2022,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Navigation System', 'Off-Road Tyres', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Rear View Camera', 'Touch Screen', 'USB Charger']"
790,Proton,Saga,,Automatic,2022,[]
791,Suzuki,Dzire,1000 - 1300,Automatic,2022,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'EBD', 'Fog Lights', 'Keyless Start', 'Off-Road Tyres', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Rear View Camera', 'Touch Screen', 'USB Charger']"
792,Chevrolet,Captiva,1400 - 1500,Automatic,2021,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Keyless Start', 'Leather Seats', 'Navigation System', 'Off-Road Tyres', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Seats', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Rear View Camera', 'Roof Rack', 'Sunroof', 'Touch Screen', 'USB Charger']"
793,Suzuki,Ciaz,1600,Automatic,2022,"['ABS', 'Air Conditioning', 'Airbags', 'AM/FM Radio', 'Fog Lights', 'Keyless Start', 'Leather Seats', 'Navigation System', 'Parking Sensors', 'Power Locks', 'Power Steering']"
794,Mitsubishi,Lancer,1600,Automatic,2008,"['Air Conditioning', 'AM/FM Radio', 'Aux Audio In', 'Fog Lights', 'Leather Seats', 'Power Locks', 'Power Windows', 'Sunroof', 'USB Charger']"
795,Audi,A3,1400 - 1500,Automatic,2022,[]
796,Renault,Logan,1600,Automatic,2019,[]
797,Suzuki,Ciaz,1600,Automatic,2021,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Keyless Start', 'Leather Seats', 'Navigation System', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Rear View Camera', 'Touch Screen', 'USB Charger']"
798,Skoda,Octavia,1400 - 1500,Automatic,2021,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Keyless Start', 'Navigation System', 'Off-Road Tyres', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Touch Screen', 'USB Charger']"
799,Citroen,C5,1400 - 1500,Automatic,2020,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Off-Road Tyres', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Roof Rack', 'Touch Screen', 'USB Charger']"
800,Fiat,Tipo,1600,Manual,2021,"['AM/FM Radio', 'Power Windows']"
801,Skoda,Superb,1400 - 1500,Automatic,2022,[]
802,Mercedes-Benz,CLA 180,1400 - 1500,Automatic,2022,[]
803,Fiat,Grand Punto,1400 - 1500,Manual,2013,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'EBD', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'USB Charger']"
804,Hyundai,Tucson,1600,Automatic,2021,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Keyless Start', 'Leather Seats', 'Navigation System', 'Off-Road Tyres', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Seats', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Rear View Camera', 'Sunroof', 'Touch Screen', 'USB Charger']"
805,Chery,Arrizo 5,1400 - 1500,Automatic,2022,[]
806,Skoda,Octavia,1400 - 1500,Automatic,2014,[]
807,Skoda,Kodiaq,1400 - 1500,Automatic,2023,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Keyless Start', 'Leather Seats', 'Navigation System', 'Off-Road Tyres', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Seats', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Rear View Camera', 'Roof Rack', 'Sunroof', 'Touch Screen', 'USB Charger']"
808,Kia,Cerato,1600,Automatic,2015,"['Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'Fog Lights', 'Leather Seats', 'Navigation System', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Rear View Camera', 'Roof Rack', 'Sunroof', 'USB Charger']"
809,Volkswagen,Passat,1400 - 1500,Automatic,2023,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Keyless Start', 'Leather Seats', 'Navigation System', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Seats', 'Power Steering', 'Power Windows', 'Rear View Camera', 'Sunroof', 'Touch Screen', 'USB Charger']"
810,Subaru,XV,1600,Automatic,2018,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Keyless Start', 'Leather Seats', 'Navigation System', 'Off-Road Tyres', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Seats', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Rear View Camera', 'Roof Rack', 'Sunroof', 'Touch Screen', 'USB Charger']"
811,Opel,Vectra,1800 - 2000,Automatic,2002,[]
812,MG,MG 5,1400 - 1500,Automatic,2020,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Keyless Start', 'Leather Seats', 'Navigation System', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Seats', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Rear View Camera', 'Sunroof', 'Touch Screen', 'USB Charger']"
813,MG,HS,,Automatic,2021,[]
814,BMW,X3,,Automatic,2012,[]
815,Toyota,Corolla,1600,Automatic,2009,"['ABS', 'Air Conditioning', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Leather Seats', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Rear View Camera', 'Roof Rack', 'Sunroof', 'Touch Screen', 'USB Charger']"
816,Mercedes-Benz,C180,,Automatic,2010,[]
817,Jeep,Cherokee,,Automatic,2015,[]
818,Peugeot,3008,1600,Automatic,2013,[]
819,Nissan,Qashqai,1000 - 1300,Automatic,2016,[]
820,Nissan,Sentra,,Automatic,2021,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Fog Lights', 'Keyless Start', 'Leather Seats', 'Navigation System', 'Off-Road Tyres', 'Parking Sensors', 'Power Mirrors', 'Power Steering', 'Premium Wheels/Rims']"
821,Toyota,Rush,1400 - 1500,Automatic,2022,[]
822,Kia,Xceed,1600,Automatic,2022,[]
823,Skoda,Kodiaq,1400 - 1500,Automatic,2022,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Keyless Start', 'Leather Seats', 'Navigation System', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Seats', 'Power Steering', 'Power Windows', 'Rear View Camera', 'Sunroof', 'Touch Screen', 'USB Charger']"
824,Skoda,Fabia,1000 - 1300,Automatic,2022,[]
825,BMW,X1,1400 - 1500,Automatic,2020,[]
826,Hyundai,Elantra,1600,Automatic,2017,[]
827,Mercedes-Benz,C180,1400 - 1500,Automatic,2022,[]
828,Volkswagen,Jetta,1600,Automatic,2010,[]
829,Kia,Cerato Coupe,1600,Automatic,2010,[]
830,Nissan,Juke,1000 - 1300,Automatic,2021,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Keyless Start', 'Leather Seats', 'Navigation System', 'Off-Road Tyres', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Seats', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Rear View Camera', 'Roof Rack', 'Touch Screen', 'USB Charger']"
831,Ssang Yong,Tivoli XLV,1400 - 1500,Automatic,2019,[]
832,Hyundai,Accent,1600,Automatic,2015,[]
833,Opel,Mokka,1000 - 1300,Automatic,2022,[]
834,Toyota,Corolla,1400 - 1500,Automatic,2007,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Keyless Start', 'Leather Seats', 'Navigation System', 'Off-Road Tyres', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Seats', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Rear View Camera', 'Roof Rack', 'Sunroof', 'Touch Screen', 'USB Charger']"
835,BMW,320,,Automatic,2015,[]
836,Hyundai,Verna,1600,Manual,2015,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Leather Seats', 'Navigation System', 'Off-Road Tyres', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Rear View Camera', 'Touch Screen', 'USB Charger']"
837,Geely,Coolray,1400 - 1500,Automatic,2023,[]
838,Renault,Sandero,1600,Automatic,2017,[]
839,Skoda,Kodiaq,1400 - 1500,Automatic,2022,[]
840,Mercedes-Benz,C200,1400 - 1500,Automatic,2022,[]
